source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
FILE-85	02-collect/assets/official-site-images/restricted-child-rights/ASSET-083--IMG_7611.jpg	image/jpeg	ASSET-083: Studio/project learning — child drawing from a reference image	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-86	02-collect/assets/official-site-images/restricted-child-rights/ASSET-084--IMG_7627.jpg	image/jpeg	ASSET-084: Studio/project learning — children constructing with wood and tools	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-87	02-collect/assets/official-site-images/restricted-child-rights/ASSET-085--IMG_7632.jpg	image/jpeg	ASSET-085: Outdoor/place-based learning — children closely examining a leaf outdoors	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-88	02-collect/assets/official-site-images/restricted-child-rights/ASSET-086--IMG_4818.jpg	image/jpeg	ASSET-086: Documentation and children’s thinking — family and community photographs displayed together	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-89	02-collect/assets/official-site-images/restricted-child-rights/ASSET-087--IMG_6060.jpg	image/jpeg	ASSET-087: Studio/project learning — child painting or printing on paper	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-90	02-collect/assets/official-site-images/restricted-child-rights/ASSET-088--IMG_7618.jpg	image/jpeg	ASSET-088: Studio/project learning — child exploring light, reflection, or projection	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-91	02-collect/assets/official-site-images/restricted-child-rights/ASSET-089--IMG_6082.jpg	image/jpeg	ASSET-089: Outdoor/place-based learning — children investigating sand or soil outdoors	September 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-92	02-collect/assets/official-site-images/restricted-child-rights/ASSET-090--PhotoRoom_20230926_131806.jpg	image/jpeg	ASSET-090: Outdoor/place-based learning — child holding a leaf in front of their face	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-93	02-collect/assets/official-site-images/restricted-child-rights/ASSET-091--IMG_7331.jpg	image/jpeg	ASSET-091: Outdoor/place-based learning — children walking across the Featherstone grounds	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-94	02-collect/assets/official-site-images/restricted-child-rights/ASSET-092--IMG_7051.jpg	image/jpeg	ASSET-092: Outdoor/place-based learning — close observation of a mushroom	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-95	02-collect/assets/official-site-images/restricted-child-rights/ASSET-093--IMG_7048.jpg	image/jpeg	ASSET-093: Outdoor/place-based learning — child investigating the forest floor	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-96	02-collect/assets/official-site-images/restricted-child-rights/ASSET-094--IMG_6237.jpg	image/jpeg	ASSET-094: Outdoor/place-based learning — children observing a garden with an adult	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-97	02-collect/assets/official-site-images/restricted-child-rights/ASSET-095--IMG_6233.jpg	image/jpeg	ASSET-095: Outdoor/place-based learning — children gathered at a garden fence	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-98	02-collect/assets/official-site-images/restricted-child-rights/ASSET-096--IMG_6457.jpg	image/jpeg	ASSET-096: Outdoor/place-based learning — children following an educator through a meadow	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-99	02-collect/assets/official-site-images/restricted-child-rights/ASSET-097--IMG_6471.jpg	image/jpeg	ASSET-097: Outdoor/place-based learning — children digging and investigating soil	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-100	02-collect/assets/official-site-images/restricted-child-rights/ASSET-098--IMG_7059.jpg	image/jpeg	ASSET-098: Outdoor/place-based learning — children examining a woodland discovery	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-101	02-collect/assets/official-site-images/restricted-child-rights/ASSET-099--IMG_6225.jpg	image/jpeg	ASSET-099: Outdoor/place-based learning — children walking along a wooded trail	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-102	02-collect/assets/official-site-images/restricted-child-rights/ASSET-100--IMG_7060.jpg	image/jpeg	ASSET-100: Outdoor/place-based learning — children gathered around a large tree	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-103	02-collect/assets/official-site-images/restricted-child-rights/ASSET-101--IMG_6236.jpg	image/jpeg	ASSET-101: Outdoor/place-based learning — children observing a garden together	October 2023 newsletter archive	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
